normal_form,type,variants_in_text,count
брендизайков,PER,брендизайков,1
горлумов,LOC,горлумов,1
брендизайками,PER,брендизайками,1
разящей,LOC,разящей,1
разли яблочка,PER,разли яблочка,1
раздолье,LOC,раздолье,1
раздолу,PER,раздолу,1
горлума,LOC,горлума,1
рингло,PER,рингло,1
рингло,LOC,рингло,1
риммон,PER,риммон,1
решить-то,PER,решить-то,1
решайся,PER,решайся,1
речь,PER,речи,1
реммират,LOC,реммират,1
рекою,LOC,рекою,1
реки,LOC,реки,1
резвится,PER,резвится,1
ратушная нора,LOC,ратушной норы,1
рогерин,PER,рогерин,1
рогерин,LOC,рогерина,1
рог боромира,PER,рог боромира,1
горлум-то,PER,горлум-то,1
ристанию,PER,ристанию,1
горлум-лиходей,PER,горлум-лиходей,1
ристанийской равниной,LOC,ристанийской равниной,1
ристанийские,PER,ристанийские,1
ристанийская степь,LOC,ристанийскую степь,1
ристанийская держава,LOC,ристанийской державы,1
горлум бильбо,PER,горлума бильбо,1
ристании теоден,PER,ристании теоден,1
ристании изготовились,LOC,ристании изготовились,1
роковая,PER,роковая,1
ройлы,PER,ройлы,1
государи,LOC,государей,1
розочку,PER,розочку,1
розочку,LOC,розочку,1
госуда-арь,PER,госуда-арь,1
рози кроттон,PER,рози кроттон,1
розакрайне,LOC,розакрайне,1
бомбур,PER,бомбур,1
горячая вода  слаще,LOC,"горячей водой

слаще",1
большой рог,LOC,большой рог,1
большие шишки,PER,большие шишки,1
горы-то,PER,горы-то,1
брендидуима,LOC,брендидуима,1
брендидуим недалеко,LOC,брендидуима недалеко,1
